Feb 24 16:54:59.234 [notice] Tor 0.3.1.7 (git-6babd3d9ba9318b3) running on Windows 7 with Libevent 2.0.22-stable, OpenSSL 1.0.2k, Zlib 1.2.8, Liblzma N/A, and Libzstd N/A.
Feb 24 16:54:59.236 [notice] Tor can't help you if you use it wrong! Learn how to be safe at https://www.torproject.org/download/download#warning
Feb 24 16:54:59.255 [notice] Configuration file "C:\Users\massivedesign\AppData\Roaming\tor\torrc" not present, using reasonable defaults.
Feb 24 16:54:59.260 [warn] You specified a public address '0.0.0.0:9050' for SocksPort. Other people on the Internet might find your computer and use it as an open proxy. Please don't allow this unless you have a good reason.
Feb 24 16:54:59.260 [warn] Path for GeoIPFile (Tor/geoip) is relative and will resolve to C:\Users\massivedesign\CloudStation\PyArchArtBot\ipchanger\Tor\geoip. Is this what you wanted?
Feb 24 16:54:59.260 [warn] Path for GeoIPv6File (Tor/geoip6) is relative and will resolve to C:\Users\massivedesign\CloudStation\PyArchArtBot\ipchanger\Tor\geoip6. Is this what you wanted?
Feb 24 16:54:59.260 [warn] Path for DataDirectory (Data/tordata0) is relative and will resolve to C:\Users\massivedesign\CloudStation\PyArchArtBot\ipchanger\Data\tordata0. Is this what you wanted?
Feb 24 16:54:59.261 [notice] Wow!  I detected that you have 32 CPUs. I will not autodetect any more than 16, though.  If you want to configure more, set NumCPUs in your torrc
Feb 24 16:54:59.263 [warn] You specified a public address '0.0.0.0:9050' for SocksPort. Other people on the Internet might find your computer and use it as an open proxy. Please don't allow this unless you have a good reason.
Feb 24 16:54:59.263 [notice] Opening Socks listener on 0.0.0.0:9050
Feb 24 16:54:59.264 [notice] Opening DNS listener on 127.0.0.1:53
Feb 24 16:54:59.264 [notice] Opening Control listener on 127.0.0.1:15000
Feb 24 16:54:59.000 [notice] Parsing GEOIP IPv4 file Tor/geoip.
Feb 24 16:54:59.000 [notice] Parsing GEOIP IPv6 file Tor/geoip6.
Feb 24 16:54:59.000 [notice] Bootstrapped 0%: Starting
Feb 24 16:55:00.000 [notice] Starting with guard context "default"
Feb 24 16:55:00.000 [notice] Bootstrapped 80%: Connecting to the Tor network
Feb 24 16:55:04.000 [notice] Bootstrapped 85%: Finishing handshake with first hop
Feb 24 16:55:04.000 [notice] Bootstrapped 90%: Establishing a Tor circuit
Feb 24 17:50:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:50:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:50:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:50:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:50:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:51:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:51:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:51:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:51:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:51:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:51:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:52:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:52:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:52:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:52:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:52:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:52:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:53:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:53:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:53:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:53:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:53:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:53:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:54:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:54:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:54:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:54:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:54:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:54:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:55:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:55:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:55:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:55:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:55:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:55:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:56:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:56:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:56:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:56:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:56:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:56:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:57:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:57:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:57:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:57:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:57:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:57:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:58:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:58:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:58:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:58:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:58:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:58:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:59:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:59:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:59:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:59:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:59:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 17:59:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:00:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:00:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:00:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:00:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:00:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:00:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:01:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:01:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:01:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:01:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:01:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:01:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:02:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:02:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:02:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:02:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:02:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:02:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:03:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:03:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:03:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:03:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:03:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:03:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:04:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:04:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:04:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:04:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:04:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:04:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:05:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:05:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:05:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:05:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:05:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:05:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:06:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:06:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:06:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:06:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:06:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:06:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:07:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:07:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:07:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:07:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:07:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:07:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:08:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:08:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:08:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:08:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:08:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:08:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:09:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:09:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:09:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:09:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:09:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:09:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:10:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:10:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:10:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:10:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:10:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:10:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:11:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:11:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:11:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:11:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:11:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:11:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:12:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:12:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:12:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:12:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:12:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:12:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:13:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:13:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:13:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:13:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:13:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:13:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:14:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:14:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:14:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:14:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:14:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:14:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:15:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:15:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:15:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:15:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:15:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:15:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:16:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:16:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:16:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:16:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:16:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:16:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:17:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:17:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:17:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:17:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:17:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:17:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:18:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:18:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:18:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:18:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:18:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:18:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:19:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:19:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:19:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:19:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:19:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:19:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:20:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:20:17.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:20:27.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:20:37.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:20:47.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:20:57.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:21:07.000 [notice] New control connection opened from 127.0.0.1.
Feb 24 18:21:17.000 [notice] New control connection opened from 127.0.0.1.
